mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,planning_steps,path_cost,crowdedness,branch_complex,map_complex
2,1,10,0.00018592217795002444,0.00018592217795002444,0,1,0,[],16,5,35
2,2,10,21.978525001598694,10.989262500799347,0,1,1009,51,16,5,35
2,3,10,22.236118797561144,7.412039599187048,0,1,1009,51,15,5,35
2,4,10,22.535331924377438,5.6338329810943595,0,1,1009,51,16,5,35
2,5,10,22.843586948026267,4.568717389605253,0,2,1009,51,14,5,35
2,6,10,23.16967944805982,3.8616132413433033,0,2,1009,51,14,5,35
2,7,10,23.80581750889545,3.4008310726993503,0,2,1009,51,11,5,35
2,8,10,24.17131445795593,3.0214143072444912,0,2,1009,51,11,5,35
2,9,10,24.60851973577735,2.7342799706419276,0,2,1009,51,12,5,35
2,10,10,24.89657397926356,2.489657397926356,0,1,1009,51,14,5,35
2,11,10,25.18750981913838,2.289773619921671,0,1,1009,51,15,5,35
2,12,10,25.48556714948538,2.123797262457115,0,1,1009,51,15,5,35
2,13,9,25.78071525169758,1.9831319424382754,1,5,1009,51,13,5,35
2,14,9,50.66735640768353,3.619096886263109,1,5,1098,69,13,5,35
2,15,9,50.94654165012052,3.3964361100080347,1,4,1098,69,15,5,35
2,16,9,51.24725044388427,3.202953152742767,1,4,1098,69,15,5,35
2,17,9,51.50257212083126,3.0295630659312507,1,1,1098,69,14,5,35
2,18,9,51.749236771696246,2.874957598427569,1,1,1098,69,12,5,35
2,19,9,51.99598865993136,2.7366309821016506,1,1,1098,69,13,5,35
2,20,9,52.23747433208149,2.6118737166040744,1,1,1098,69,16,5,35
2,21,9,52.479964220836074,2.4990459152779083,1,1,1098,69,15,5,35
2,22,9,52.72053922957955,2.3963881467990706,1,1,1098,69,13,5,35
2,23,9,52.96251279941958,2.302717947800851,1,1,1098,69,9,5,35
2,24,9,53.19884278246948,2.2166184492695615,1,1,1098,69,8,5,35
2,25,9,53.45641644673113,2.1382566578692455,1,1,1098,69,9,5,35
2,26,8,53.711202067802,2.0658154641462305,3,2,1098,69,16,5,35
2,27,8,66.37663530595054,2.4583939002203903,3,2,584,30,16,5,35
