mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,planning_steps,path_cost,crowdedness,branch_complex,map_complex
2,1,10,0.000262896224281269,0.000262896224281269,0,1,0,[],6,6,45
2,2,10,0.13137626962889398,0.06568813481444699,0,1,2,6,6,6,45
2,3,9,0.22849826650334998,0.07616608883444999,1,5,2,6,2,6,45
2,4,9,6.866741219720059,1.7166853049300148,1,5,830,135,2,6,45
2,5,9,6.96453782567454,1.392907565134908,1,4,830,135,5,6,45
2,6,9,7.06754735586004,1.1779245593100067,1,3,830,135,8,6,45
2,7,9,7.169765828938244,1.024252261276892,1,3,830,135,5,6,45
2,8,9,7.290980725285685,0.9113725906607106,1,2,830,135,9,6,45
2,9,9,7.396546585724106,0.8218385095249007,1,2,830,135,9,6,45
2,10,9,7.502480737719967,0.7502480737719968,1,2,830,135,8,6,45
2,11,9,7.609111998923154,0.6917374544475595,1,1,830,135,7,6,45
2,12,9,7.716596291268493,0.6430496909390411,1,1,830,135,10,6,45
2,13,9,7.826035726254769,0.6020027481734438,1,4,830,135,8,6,45
2,14,9,7.94262151746385,0.567330108390275,1,4,830,135,10,6,45
2,15,9,8.051356343200364,0.536757089546691,1,4,830,135,9,6,45
2,16,9,8.169870040054176,0.510616877503386,1,3,830,135,8,6,45
2,17,9,8.303831455888503,0.4884606738757943,1,2,830,135,7,6,45
2,18,9,8.448149640846655,0.46934164671370304,1,1,830,135,9,6,45
2,19,9,8.570150067954334,0.45106052989233336,1,1,830,135,8,6,45
2,20,9,8.71706287285573,0.4358531436427865,1,1,830,135,12,6,45
2,21,9,8.840596861271717,0.4209808029177008,1,1,830,135,14,6,45
2,22,8,8.96207623279974,0.4073671014908973,3,16,830,135,11,6,45
2,23,8,12.230880122084905,0.5317773966123872,3,16,318,168,11,6,45
2,24,8,12.323706963078873,0.5134877901282864,3,12,318,168,14,6,45
2,25,8,12.417064728129386,0.49668258912517543,3,9,318,168,12,6,45
2,26,8,12.5122300034066,0.4812396155156385,3,6,318,168,8,6,45
2,27,8,12.604734737314963,0.4668420273079616,3,3,318,168,8,6,45
2,28,8,12.711214023974085,0.4539719294276459,3,3,318,168,7,6,45
2,29,8,12.808423258184225,0.441669767523594,3,1,318,168,6,6,45
2,30,8,12.912137397619487,0.43040457992064957,3,1,318,168,10,6,45
2,31,8,13.013393102092552,0.41978687426105005,3,1,318,168,10,6,45
2,32,8,13.104993094039875,0.4095310341887461,3,1,318,168,10,6,45
2,33,8,13.219774927673933,0.40059924023254345,3,1,318,168,14,6,45
2,34,8,13.316675475927036,0.3916669257625599,3,1,318,168,12,6,45
2,35,7,13.408773628587637,0.38310781795964677,5,1,318,168,12,6,45
2,36,7,13.543991104160197,0.37622197511556105,5,1,7,18,12,6,45
2,37,7,13.646268788099725,0.36881807535404665,5,1,7,18,12,6,45
