mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,crowdedness,branch_complex,map_complex
1,1,10,7.223725081602436e-05,7.223725081602436e-05,0,9,18,6,29
1,2,10,0.11657947538387388,0.05828973769193694,0,9,13,6,29
1,3,10,0.22008163993559432,0.0733605466451981,0,9,13,6,29
1,4,10,0.322491166726338,0.0806227916815845,0,8,7,6,29
1,5,10,0.4361779941649671,0.08723559883299342,0,7,0,6,29
1,6,10,0.5512057502430605,0.09186762504051009,0,6,1,6,29
1,7,10,0.6566129255731317,0.09380184651044739,0,5,4,6,29
1,8,10,0.7614907558029607,0.09518634447537008,0,4,5,6,29
1,9,10,0.86508331560297,0.09612036840033,0,3,9,6,29
1,10,10,0.9775646099050299,0.09775646099050299,0,3,9,6,29
1,11,10,1.0848321904979203,0.09862110822708367,0,3,8,6,29
1,12,10,1.192082797310564,0.09934023310921368,0,3,7,6,29
