mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,crowdedness,branch_complex,map_complex
1,1,10,0.00017210623691686676,0.00017210623691686676,0,1,21,6,23
1,2,10,0.11098365424962274,0.05549182712481137,0,1,15,6,23
1,3,10,0.20902460369183673,0.0696748678972789,0,1,9,6,23
1,4,10,0.31181110629968056,0.07795277657492014,0,1,3,6,23
1,5,10,0.41029811089720647,0.0820596221794413,0,1,3,6,23
1,6,10,0.5162180522863485,0.08603634204772476,0,1,7,6,23
1,7,10,0.6202096932916855,0.08860138475595507,0,1,8,6,23
1,8,10,0.7208160519855574,0.09010200649819468,0,1,9,6,23
1,9,9,0.8230364987591378,0.09144849986212641,2,1,7,6,23
1,10,9,0.9315246125734659,0.09315246125734658,2,18,7,6,23
1,11,9,1.03015727588985,0.09365066144453182,2,12,8,6,23
1,12,9,1.1287200703898717,0.09406000586582264,2,6,6,6,23
1,13,9,1.233833954586848,0.0949103041989883,2,6,5,6,23
1,14,9,1.3318476670328523,0.0951319762166323,2,6,5,6,23
1,15,9,1.4347466702772134,0.09564977801848089,2,5,8,6,23
1,16,9,1.5434321536292894,0.09646450960183059,2,5,8,6,23
1,17,9,1.6469078706629516,0.09687693356840892,2,5,7,6,23
1,18,9,1.762583788303012,0.09792132157238956,2,5,8,6,23
1,19,9,1.865077789255912,0.09816198890820589,2,5,8,6,23
