mode,total_stepcount,number_closed_box,total_time,average_steptime,score,goal_dist,crowdedness,branch_complex,map_complex
1,1,10,9.631633442136581e-05,9.631633442136581e-05,0,5,12,5,22
1,2,10,0.20125337551251937,0.10062668775625969,0,4,15,5,22
1,3,10,0.36656141607116993,0.12218713869038998,0,3,15,5,22
1,4,10,0.5014402055169522,0.12536005137923806,0,2,14,5,22
1,5,10,0.616720594603364,0.1233441189206728,0,1,13,5,22
1,6,10,0.7659489389216279,0.12765815648693798,0,1,12,5,22
1,7,10,0.8868515966603492,0.12669308523719275,0,1,7,5,22
1,8,10,0.9956026066989585,0.12445032583736981,0,1,9,5,22
1,9,9,1.1087648259062517,0.1231960917673613,2,1,5,5,22
1,10,9,1.2265443080796374,0.12265443080796375,2,1,5,5,22
1,11,9,1.3349155791276184,0.1213559617388744,2,1,5,5,22
1,12,9,1.4472429251902343,0.12060357709918619,2,1,5,5,22
1,13,8,1.5667024168689374,0.1205155705283798,1,1,2,5,22
1,14,8,1.678288837686845,0.11987777412048893,1,1,2,5,22
1,15,8,1.7929680391612748,0.11953120261075165,1,1,2,5,22
1,16,8,1.9096548835736837,0.11935343022335523,1,1,1,5,22
1,17,8,2.0204727474115978,0.11885133808303516,1,1,2,5,22
1,18,8,2.128843623720504,0.11826909020669467,1,1,2,5,22
1,19,8,2.2606170008593485,0.11897984215049202,1,1,6,5,22
1,20,7,2.3707263080567444,0.11853631540283723,2,1,8,5,22
1,21,7,2.483305892388604,0.11825266154231448,2,12,8,5,22
1,22,7,2.6106037178894588,0.11866380535861176,2,9,9,5,22
1,23,7,2.726351872780335,0.11853703794697108,2,6,12,5,22
1,24,7,2.8439955647117494,0.1184998151963229,2,9,9,5,22
1,25,7,2.9664029678062662,0.11865611871225065,2,12,7,5,22
1,26,7,3.0891853730225063,0.11881482203932717,2,10,1,5,22
1,27,7,3.2021849597306944,0.11859944295298869,2,5,2,5,22
1,28,7,3.3194607548437447,0.11855216981584803,2,5,2,5,22
1,29,7,3.4338150860590404,0.11840741676065657,2,5,9,5,22
1,30,7,3.5786839320275114,0.11928946440091705,2,4,13,5,22
1,31,7,3.707419002502253,0.11959416137104041,2,3,13,5,22
1,32,7,3.820638064136418,0.11939493950426307,2,2,16,5,22
1,33,7,3.934458313382564,0.11922600949644134,2,2,16,5,22
1,34,7,4.061016397855937,0.11944165876046874,2,1,17,5,22
1,35,7,4.169234115403551,0.11912097472581575,2,1,17,5,22
1,36,7,4.288494658588203,0.11912485162745007,2,1,15,5,22
1,37,6,4.4063416411435,0.11909031462550002,3,1,16,5,22
1,38,6,4.523681778725859,0.11904425733489102,3,3,16,5,22
1,39,6,4.644266276769729,0.11908375068640331,3,3,10,5,22
1,40,6,4.765608673838555,0.11914021684596388,3,3,12,5,22
1,41,6,4.878925630763442,0.11899818611618151,3,2,11,5,22
1,42,6,4.998888020024328,0.11902114333391257,3,2,13,5,22
1,43,6,5.131084557452105,0.11932754784772338,3,2,13,5,22
